dialogue_id	turn_id	speaker	utterance	goal_domains
1487	0	USER	京都で買い物ができる商店街を探してください。地区は中京区で、最寄り駅は伏見稲荷駅がいいです。	general,shopping,restaurant
1487	1	SYSTEM	申し訳ありません、その条件ではご案内ができません。いかが致しましょう？	general,shopping,restaurant
1487	2	USER	そうですか、、、なら最寄り駅の条件を除いて、再度調べて頂けますか？	general,shopping,restaurant
1487	3	SYSTEM	承知しました。では、京都錦市場商店街はいかがでしょう？	general,shopping,restaurant
1487	4	USER	ちなみに、そちらに駐車場はありますか？また、住所も知りたいです。	general,shopping,restaurant
1487	5	SYSTEM	はい、有料ですが、駐車場はございます。住所は京都府京都市中京区富小路通四条上る西大文字町609となります。	general,shopping,restaurant
1487	6	USER	分かりました！ついでに、飲食店情報も聞きたいんですが。中華料理のお店を探してください。	general,shopping,restaurant
1487	7	SYSTEM	はい、エリアでいうと中京区にある、GYOZA OHSHO 烏丸御池店はいかがでしょう？	general,shopping,restaurant
1487	8	USER	そのお店にWifiはありますか？あと、詳細の料金情報も知りたいです。	general,shopping,restaurant
1487	9	SYSTEM	申し訳ありません、Wi-Fiの有無については不明です。料金情報としては、餃子が242円、湯葉の天津飯が748円、野菜と豚肉のチーズせいろ蒸しが748円となります。	general,shopping,restaurant
1487	10	USER	ありがとうございます！助かりました。	general,shopping,restaurant
